course_code,course_name,professor,year,term,n_respondents,Course_Rating,Instructor_Rating,Rigor,Readings,Syllabus,Diverse Perspectives,Discussions,Assignments,Workload,Insights,Time Management,Discussion Diversity,Feedback,Availability,Respect,This course would benefit from more (or less) emphasis on issues of diverse perspectives.,This course would benefit from more (or less) emphasis on international perspectives.,The instructor effectively manages class discussion.,Class lectures clarified the subject material.,Materials Diversity,Sessions,gender
DPI-663,Tech and Innovation in Government (Field Class),"Sinai, Nick",2018,Spring,23,4.39,4.22,4.13,3.74,4.48,3.91,4.27,4.13,3.91,4.35,4.13,4.35,4.13,4.52,4.73,3.52,3.48,4.39,4.04,,,M
DPI-663,Tech and Innovation in Government (Field Class),"Sinai, Nick",2017,Spring,18,3.78,3.67,3.39,3.06,3.89,3.78,3.39,4.06,3.88,3.65,3.59,3.41,3.41,4.18,3.94,3.56,3.61,3.53,3.56,,,M
API 502 B,Policy Design and Delivery II,"Sinai, Nick",2023,Spring,37,2.89,3.35,3.16,2.95,3.6,3.3,3,3.6,3.84,3.46,3.3,3.76,3.73,4.57,4.41,,,,,3.68,3.03,M
API-102,Economic Analysis of Public Policy,"Singhal, Monica",2015,Spring,66,4.11,4.29,4.15,3.91,4.39,,3.82,4.12,3.33,4.35,4.36,4.08,3.8,4.27,4.36,3.41,3.51,3.89,4.26,,,F
API-130,Public Economics in International Perspective,"Singhal, Monica",2015,Spring,19,4.65,4.67,4.67,4.76,4.78,,4.65,4.65,3.33,4.72,4.72,4.83,4.67,4.78,4.83,3.44,3.65,4.71,4.61,,,F
API-102,Economic Analysis of Public Policy,"Singhal, Monica",2014,Spring,58,3.95,4.09,4.29,3.71,4.38,,3.84,4.09,3.55,4.16,4.22,3.9,3.5,4.09,4.09,3.52,3.62,4,4.24,,,F
API-102,Economic Analysis of Public Policy,"Singhal, Monica",2013,Spring,62,4.15,4.29,4.19,3.82,4.35,,3.75,4.11,3.15,4.35,4.43,3.92,3.82,4.31,4.49,3.51,3.34,4,4.4,,,F
API-102,Economic Analysis of Public Policy,"Singhal, Monica",2012,Spring,17,4,3.88,4,3.93,4.31,,3.71,4.25,3.41,4.18,4.18,4.18,3.75,4.41,4.59,3.24,3.59,3.88,4.29,,,F
API-130,Public Economics in International Perspective,"Singhal, Monica",2012,Spring,8,4.5,4.38,4.75,4.38,4.5,,4,4.5,3.38,4.25,4.75,4.25,4.13,4.88,5,3.13,3.25,3.88,4.63,,,F
API-130,Public Finance in International Perspective,"Singhal, Monica",2008,Spring,21,3.76,4.33,4.1,4,3.9,,4,4.33,3.24,3.86,4.52,4.33,3.95,4.4,4.67,3.15,3.52,4.1,4.29,,,F
API-102,Economic Analysis of Public Policy,"Singhal, Monica",2011,Spring,54,3.06,3.23,3.6,3.17,3.78,,2.94,3.73,3.21,3.31,3.48,3.65,3.08,3.88,4.2,3.32,3.25,3.13,3.52,,,F
API-130,Public Economics in International Perspective,"Singhal, Monica",2011,Spring,16,4.13,4.5,4.38,4.5,4.38,,4.44,4.38,3.19,4.31,4.56,4.81,4.38,4.63,4.88,3.06,3.44,4.5,4.63,,,F
API-102,Economic Analysis of Public Policy,"Singhal, Monica",2010,Spring,70,2.99,3.54,2.94,3.02,3.54,,3.22,3.32,2.45,3.32,3.75,3.94,3.38,4.05,4.63,3.45,3.21,3.39,3.57,,,F
API-130,Public Economics in International Perspective,"Singhal, Monica",2010,Spring,8,3.88,3.88,3.88,3.63,4,,3.5,4.38,3.5,3.88,4,3.88,3.5,4.25,4.5,3.25,3.5,3.75,4,,,F
DPI 386M A,"Race and Racism in Public Policies, Practices, and Perspectives","Smith, Sandra Susan",2022,Fall,60,3.95,4.49,4.2,3.87,4.39,4.41,4.22,3.99,3.04,4.56,4.21,4.67,4.6,4.64,4.77,,,,,4.27,4.2,F
SUP-750,The Criminal Legal System as a Labor Market Institution,"Smith, Sandra Susan",2021,Spring,5,5,5,5,5,4.8,4.8,5,5,3.25,5,4.8,4.8,5,4.4,5,3,3.25,4.8,5,,,F
STM-400,Financial Control in Nonprofit and Public Organizations,"Sparrow, Malcolm",2008,Spring,35,4.17,4.42,4.05,4.05,4.38,,4.05,4.46,3.06,4.41,4.57,4.43,4.16,4.41,4.76,3.2,3.43,4.51,4.19,,,M
STM-112,Strategic Management of Regulatory and Enforcement Agencies,"Sparrow, Malcolm",2008,Spring,16,4.47,4.76,4.35,4.59,4.59,,4.76,4.29,2.76,4.82,4.71,4.71,4.65,4.67,4.88,3.35,3.47,4.71,4.71,,,M
MLD-615M,Controlling Corruption,"Sparrow, Malcolm",2009,Fall,48,4.4,4.71,4.38,4.54,4.38,,4.33,4.44,3.06,4.77,4.71,4.6,4.57,4.71,4.94,3.38,3.34,4.52,4.51,,,M
STM-400,Financial Control in Nonprofit and Public Organizations,"Sparrow, Malcolm",2009,Spring,50,4.28,4.51,4.04,4.12,4.49,,4.18,4.55,3,4.4,4.6,4.35,4.15,4.24,4.73,3.23,3.38,4.56,4.4,,,M
STM-342,Managing Bureaucracy: Creating the Passion-Driven Organization,"Spence, Harry",2008,Spring,5,4.67,4.5,4.33,4.67,4.4,,4.17,4.5,3.5,4.83,4.17,4.33,4.17,4.5,4.83,3.6,3.2,4.17,4.33,,,M
MLD-110,Strategic Management for Public Purposes,"Spence, Harry",2010,Spring,34,3.82,3.85,3.88,4.12,3.97,,3.79,3.74,3.68,4.21,3.32,4.18,3.76,4.33,4.62,3.32,3.47,3.47,3.88,,,M
STM-110,Strategic Management for Public Purposes,"Spence, Harry",2009,Spring,18,4.5,4.61,4.33,4.17,4.17,,4.61,4.22,3.17,4.72,4.22,4.67,4.28,4.72,4.89,3.33,3.5,4.56,4.5,,,M
STM-342,Managing Bureaucracy: Creating the Passion-Driven Organization,"Spence, Harry",2008,Fall,12,4.42,4.5,4.17,4.33,4.17,,4.42,4.33,3.58,4.58,4.08,4.75,4.33,4.33,4.83,3.25,3.33,4.42,4.42,,,M
API-135,Economics of Climate Change and Environmental Policy,"Stavins, Robert",2019,Spring,7,4.29,4.29,4.14,3.71,4.29,2.71,3.29,4.43,3.14,4.14,3.71,3.43,2.86,4,4.43,3.43,3.43,3.29,4,,,M
API-135,Fundamentals of Environmental Economics and Policy,"Stavins, Robert",2018,Spring,7,4.43,4.5,4.57,4.14,4.86,3.14,3.71,4.57,3.14,4.29,4.29,3.57,3.71,4.43,4.86,3.43,3.29,3.57,4.57,,,M
API-135,Fundamentals of Environmental Economics and Policy,"Stavins, Robert",2017,Spring,9,4.33,4.56,4.67,4.11,4.67,4.33,3.78,4.44,3.63,4.67,4.56,3.78,4.22,4.67,4.67,3.33,3.67,4.22,4.44,,,M
API-135,Economics of Climate Change and Environmental Policy,"Stavins, Robert",2022,Spring,20,4.4,4.45,4.6,4.5,4.7,4.1,3.9,4.55,3.6,4.65,4.2,4.55,4.4,4.75,4.74,3.53,3.74,4.3,4.37,,,M
API-135,Economics of Climate Change and Environmental Policy,"Stavins, Robert",2021,Spring,12,4.33,4.42,4.75,4.08,4.42,4.17,4.17,4.33,4.25,4.58,4.42,4.25,4,4.42,4.5,3.67,3.75,4.33,4.42,,,M
API-135,Fundamentals of Environmental Economics and Policy,"Stavins, Robert",2016,Spring,12,3.75,3.92,3.83,3.92,4.17,,2.92,4.25,2.75,4,4.25,4,3.5,4,4.42,3.18,3.27,3.5,4,,,M
API-135,Fundamentals of Environmental Economics and Policy,"Stavins, Robert",2015,Spring,15,3.73,4.13,3.87,3.27,4,,3.33,3.93,2.8,3.8,4.13,3.27,3,3.5,4.2,3,3.15,3.47,3.93,,,M
API-135,Fundamentals of Environmental Economics and Policy,"Stavins, Robert",2013,Spring,11,4.3,4.4,4.09,3.6,4.27,,3.3,4.27,2.45,4.36,4.45,3.82,3.73,4.18,4.73,3.18,3.18,4.09,4.45,,,M
API-135,Fundamentals of Environmental Economics and Policy,"Stavins, Robert",2012,Spring,11,3.91,4.18,4.36,4,4.55,,3.64,4.18,3.18,4.45,4.09,3.09,3,3.36,3.27,3.09,3.45,3.5,4.45,,,M
ENR-201,Environmental and Resource Economics and Policy,"Stavins, Robert",2008,Spring,15,3.69,3.75,3.63,3.88,3.87,,3.38,3.75,2.87,3.88,4.07,2.88,2.63,3.38,3.67,3.27,3.47,3.19,3.94,,,M
API-135,Fundamentals of Environmental Economics and Policy,"Stavins, Robert",2011,Spring,20,3.95,4.15,4.05,3.7,4.25,,3.85,3.9,3.21,4.55,4.4,3.55,3.55,4.15,4.1,3.3,3.5,3.9,4.35,,,M
API-135,Environmental and Resource Economics and Policy,"Stavins, Robert",2010,Spring,16,3.94,4.06,4.31,3.88,4.31,,3.69,4.19,3,4.31,4.44,3.31,3.44,4.19,3.81,3.25,3.31,4.06,4.31,,,M
API-135,Environmental and Resource Economics and Policy,"Stavins, Robert",2009,Spring,45,3.39,3.5,3.77,3.5,3.62,,2.56,3.52,3.05,3.8,3.73,2.8,2.65,3.8,3.3,3.3,3.48,2.7,3.59,,,M
DPI-515,Disability Law and Policy,"Stein, Michael",2019,Spring,8,4.38,4.5,4,4.63,5,4.75,4.13,4.88,2.88,4.63,4.13,4.75,4.5,5,5,3.38,3.25,3.75,4.25,,,M
DPI-515,Disability Law and Policy,"Stein, Michael",2018,Spring,14,4.64,4.79,4.43,4.5,4.79,4.86,4.64,4.79,2.93,4.79,4.64,4.79,4.71,5,5,3.57,3.64,4.64,4.71,,,M
DPI-515,Disability Law and Policy,"Stein, Michael",2017,Spring,13,4.23,4.62,4.08,4.31,4.46,4.77,4.46,4.38,2.62,4.62,4.31,4.85,4.69,4.92,5,3.15,3.15,4.62,4.31,,,M
DPI-515,Disability Law and Policy,"Stein, Michael",2022,Spring,14,4.21,4.5,4,4.29,4.64,4.5,4.29,4.29,2.79,4.71,4.5,4.62,4.36,4.71,4.77,4,4.07,4.57,4.43,,,M
DPI-515,Disability Law and Policy,"Stein, Michael",2021,Spring,10,4.6,4.8,4.2,4.4,4.8,5,4.5,4.44,2.5,4.9,4.5,5,4.5,5,5,3.2,3.2,4.6,4.4,,,M
DPI 515,Disability Law and Policy,"Stein, Michael",2023,Spring,21,4.29,4.38,4.24,3.91,4.48,4.53,4.2,4,2.39,4.44,4.24,4.24,4.29,4.34,4.67,,,,,4.48,4.1,M
IGA-215,"War, States and Intervention","Stewart, Rory",2009,Fall,45,4.16,4.29,4.22,3.91,3.91,,3.93,3.91,3.4,4.71,3.93,4.22,4.18,3.29,4.51,3.18,3.3,3.84,3.93,,,M
SUP 661,Housing and Urbanization in the United States,"Stockard, James",2022,Fall,5,4,4.8,4.41,4.2,4.6,4.6,4.41,4.6,3.41,4.8,4.6,5,5,4.8,5,,,,,4.6,4.41,M
SUP-701,Workshop on Crime and Criminal Justice Reform in Global Context,"Stone, Christopher",2011,Fall,17,4.59,4.65,4.71,4.65,4.82,,4.69,4.88,4.06,4.71,4.41,4.65,4.29,4.29,4.94,3.47,3.5,4.59,4.53,,,M
NPS-201,Strategic Management of Nonprofit and Nongovernmental,"Stone, Christopher",2008,Spring,29,4.03,4.29,4.03,4.13,4.32,,4.16,4.07,3.4,4.48,4.16,4.47,4.17,3.93,4.84,3.47,3.8,3.97,4.13,,,M
NPS-201V,Business Planning for New Nonprofit Organizations,"Stone, Christopher",2008,Spring,12,4.58,4.75,4.25,4.36,4.33,,4.58,4.42,3.25,4.75,4.42,4.64,4.25,4,4.92,3.17,3.33,4.25,4.42,,,M
CCJ-100,Public Safety and Criminal Justice in Global Context,"Stone, Christopher",2008,Spring,12,4.25,4.5,4.33,4.25,4.83,,4.17,4.17,3.5,4.75,4.67,4.5,3.83,4,4.75,3.08,2.92,4.5,4.33,,,M
MLD-801,Strategic Management of Nonprofit and Nongovernmental,"Stone, Christopher",2011,Spring,25,3.72,3.68,3.6,3.84,3.72,,3.52,3.92,3.52,3.96,3.6,4.08,3.76,3.36,4.72,3.29,3.35,3.36,3.64,,,M
SUP-701,Workshop on Crime and Criminal Justice Reform in Global Context,"Stone, Christopher",2011,Spring,14,4.38,4.38,4.38,4,4.38,,4.31,4.25,4.23,4.77,4.31,4.58,4,3.85,4.75,3.18,3.18,4.31,4.31,,,M
CCJ-201,Workshop on Crime and Criminal Justice Reform in Global Context,"Stone, Christopher",2010,Spring,15,4.29,4.24,4.18,4.24,4.47,,4.06,4.53,3.88,4.41,4.18,4.41,3.71,4,4.71,3.12,3.12,4.24,4.12,,,M
CCJ-201,Workshop on Crime and Criminal Justice Reform in Global Context,"Stone, Christopher",2009,Spring,18,4.22,4.22,4.33,4.22,4.17,,4.17,4.11,3.5,4.39,4.5,4.28,3.89,3.61,4.56,3.33,3.17,4.5,4.5,,,M
NPS-201,Strategic Management of Nonprofit and Nongovernmental,"Stone, Christopher",2009,Spring,60,4.39,4.53,4.47,4.39,4.56,,4.38,4.51,3.79,4.49,4.37,4.39,4.24,3.92,4.66,3.35,3.43,4.37,4.41,,,M
NPS-201V,Business Planning for New Nonprofit Organizations,"Stone, Christopher",2009,Spring,19,4.37,4.37,4.21,4.37,4.47,,4.32,4.68,3.16,4.42,4.21,4.37,4.11,3.89,4.68,3.28,3.11,4.11,4.16,,,M
IGA-457M,International Climate Change Policy,"Stowe, Robert",2018,Spring,13,3.69,3.92,4.15,4.38,4.38,3.77,4.15,4,2.85,4.08,3.62,4.31,3.92,4.46,4.77,3.83,3.75,4,4.23,,,M
IGA-457M,International Climate Change Policy after Paris,"Stowe, Robert",2016,Fall,8,4.5,4.25,4.25,4.75,4.75,4.25,4.38,4.5,2.88,4.5,4.25,4.71,4.63,4.63,4.75,3.5,3.13,4.5,4.5,,,M
MLD-110,Strategic Management for Public Purposes,"Strauss, Steven",2015,Spring,29,4.75,4.71,4.83,4.83,4.87,,4.54,4.63,3.65,4.67,4.54,4.79,4.58,4.63,4.83,3.58,3.74,4.58,4.79,,,M
DPI-821M,Advanced Policy Writing for Decision Makers,"Strauss, Steven",2014,Spring,11,3.18,3.55,3,3.36,3.82,,3.45,4.09,2.9,3.64,3.36,4.73,4.73,4.91,5,3.36,3.27,3.64,3.36,,,M
MLD-101,"Management, Leadership, and Decision Making","Strauss, Steven",2013,Fall,52,1.65,1.98,2.25,3.08,3.16,,2.44,2.63,2.9,2.17,2.38,2.5,2.69,4.31,3.37,3.88,3.81,1.78,2.27,,,M
MLD-110,Strategic Management for Public Purposes,"Strauss, Steven",2013,Spring,32,3.43,3.46,3.5,4.32,4.21,,3.57,3.89,3.14,3.75,3.64,3.86,3.64,4.5,4.46,3.3,3.58,3.43,3.36,,,M
IGA-436,"Water Resources Development and Management: Technology,","Strzepek, Kenneth",2018,Spring,6,3,4.17,3,3.17,3.17,4.33,3.5,3.33,2.5,4,3.17,5,3.67,4.5,5,2.83,3,4,3.33,,,M
IGA-436,"Water Resources Development and Management: Technology,","Strzepek, Kenneth",2017,Spring,8,4,4.25,4,3.5,3.88,4.43,3.75,3.88,3,4.25,3.63,4.5,3.63,4.63,4.88,3.13,2.88,4,4,,,M
IGA-458M,"Climate Change:  Impacts, Adaptation, and Vulnerability","Strzepek, Kenneth",2016,Fall,11,3.55,3.82,3.45,2.55,3.18,3.27,2.91,4.27,2.64,4.09,2.91,4.18,3.73,4.36,4.91,3.27,3.55,3.36,3.09,,,M
IGA-436,"Water Resources Development and Management: Technology,","Strzepek, Kenneth",2016,Spring,11,2.82,3.64,3.09,3.36,3.3,,2.7,3.64,3,3.64,3,4,3.55,4.6,4.91,2.82,2.73,2.64,3,,,M
IGA-458M,"Climate Change:  Impacts, Adaptation, and Vulnerability","Strzepek, Kenneth",2016,Spring,8,4.29,4.63,4.63,4.5,4.38,,4.5,4.5,3.63,4.63,4.63,4.63,4.63,4.38,4.75,3.75,4,4.63,4.75,,,M
STM-102,Getting Things Done: Management in a Development Context,"Stuart, Guy",2007,Fall,42,2.3,2.45,2.73,3.16,3.37,,2.7,3.23,3.14,2.77,2.93,3.86,3.43,4.56,4.42,3.09,3.4,2.59,2.73,,,M
STM-301,Operations Management,"Stuart, Guy",2008,Spring,10,4,3.92,3.92,4,4.25,,3.83,3.92,3.75,4.08,3.92,4.55,4.25,4.83,4.67,3.08,3.42,3.83,4,,,M
PED-328M,Microfinance in Theory and Practice,"Stuart, Guy",2008,Spring,9,3.85,3.92,3.85,4.15,4.31,,4.54,4.08,3.08,4.15,4.31,4.15,3.77,4.23,4.54,3.25,3.33,4.31,4.38,,,M
PED-328,Microfinance in Theory and Practic,"Stuart, Guy",2010,Fall,15,4,4,3.67,4,4.21,,4.07,4,3.47,4.53,4.07,4.27,4.2,4.47,4.67,3.4,3.53,4.13,4.13,,,M
PED-328M,Microfinance in Theory and Practice,"Stuart, Guy",2009,Fall,21,4.43,4.48,4.38,4.55,4.67,,4.67,4.19,3.33,4.43,4.62,4.76,4.33,4.62,4.86,3.05,2.9,4.52,4.57,,,M
PED-328M,Microfinance in Theory and Practice,"Stuart, Guy",2008,Fall,25,4.2,4.36,4.28,4.36,4.52,,4.48,4.28,3.04,4.44,4.52,4.68,4.6,4.48,4.8,3.12,3.24,4.44,4.68,,,M
STM-301,Operations Management,"Stuart, Guy",2009,Spring,29,3.83,4.03,3.62,3.93,4.03,,3.76,4.07,3.17,4.03,3.76,4.34,4.31,4.45,4.76,3.14,3.36,3.72,3.86,,,M
API 120,Advanced Macroeconomics for the Open Economy II,"Sturzenegger, Federico",2023,Spring,63,3.86,4.13,4.43,4.09,4.37,4.01,3.7,4.04,3.66,4.42,3.97,4.08,4.15,4.67,4.23,,,,,4.1,3.77,M
DEV-334M,"The Economist in the Trenches: Analytics, Politics, and Ethics of","Subramanian, Arvind",2019,Fall,30,4.47,4.77,4.33,4.27,4.4,4.2,4.5,3.87,2.8,4.62,4.55,4.66,3.9,4.48,4.83,3.3,3.1,4.62,4.43,,,M
DEV-250Y,Second-Year Policy Analysis Seminar,"Subramanian, Arvind",2019,Spring,16,4,4.69,4.25,4.13,4.44,4.33,4.19,4.4,4.13,4.69,4.31,4.81,4.75,4.94,4.94,3,3,4.44,4,,,M
DEV-332,Convergence and Divergence After World War II: The Economic,"Subramanian, Arvind",2019,Spring,21,4.48,4.95,4.33,4.48,4.3,4.48,4.52,4,3,4.7,4.35,4.35,4,4.26,4.6,3.3,3.1,4.1,4.6,,,M
BGP-266M,Crisis Economics: History and Evaluation of the Policy Response,"Summers, Lawrence",2011,Spring,31,4.03,4.06,4.13,4.1,4.43,,4.17,3.9,3.2,4.43,4.4,3.9,3.4,3.1,4.27,2.97,3.34,4.3,4.43,,,M
API 126,American Economic Policy,"Summers, Lawrence",2022,Fall,10,3,2.8,3.41,3.6,3.9,3.3,3.3,3.8,3.7,3.6,3.1,3,2.8,2.4,4.1,,,,,3.6,3.5,M
BGP 625,The Political Economy of Globalization,"Summers, Lawrence",2022,Fall,12,4.59,4.75,4.5,4.67,4.17,4.34,4.17,4.34,3.5,4.84,4.59,4.42,3.67,3.58,4.75,,,,,4.67,4.5,M
API-305,"Behavioral Economics, Law and Public Policy","Sunstein, Cass",2019,Fall,14,4.64,4.57,4.57,4.79,4.5,4.21,4.43,4.36,3.93,4.71,4.57,4.64,3.64,3.79,4.93,3.5,3.5,4.36,4.43,,,M
API-305,"Behavioral Economics, Law and Public Policy","Sunstein, Cass",2019,Spring,17,4.47,4.65,4.59,4.41,4,3.88,4.71,4.12,4.25,4.82,4.24,4.12,3.38,3.71,4.53,3.41,3.71,4.29,4.47,,,M
API-305,"Behavioral Economics, Law and Public Policy","Sunstein, Cass",2018,Spring,6,4.33,4.33,4.17,4.83,3.83,3.83,4.5,3.5,4.5,4.83,4.33,4.5,3.67,4,4.33,3.67,3.67,4.5,4.5,,,M
API-305,"Behavioral Economics, Law and Public Policy","Sunstein, Cass",2017,Spring,3,4.67,4.5,5,5,4.33,4.33,5,4.33,3.67,5,4.67,5,2.33,3.33,5,3,4,5,5,,,M
API-305,"Behavioral Economics, Law and Public Policy","Sunstein, Cass",2022,Spring,10,4.1,4.3,4.5,4.5,4.2,3.6,4.3,3.9,3.1,4.6,4.1,3.8,3.2,2.7,4.7,3.5,3.7,4.44,4.2,,,M
API-305,"Behavioral Economics, Law and Public Policy","Sunstein, Cass",2016,Spring,5,4.8,5,5,5,4,,4.8,4.8,4,5,4.8,4.8,3.8,3.8,5,3.2,3.2,4.8,5,,,M
API-305,"Behavioral Economics, Law and Public Policy","Sunstein, Cass",2015,Spring,12,4.7,4.55,4.82,4.91,4.27,,4.73,4.73,4,4.82,4.45,4.82,3.91,4,4.91,3.09,3.3,4.45,4.82,,,M
API-305,"Behavioral Economics, Law and Public Policy","Sunstein, Cass",2014,Spring,4,3.33,3.5,4.25,4.25,4.5,,4,4.5,3.75,4.5,3.75,4,3.25,3.75,5,3.5,3.33,3.75,4.25,,,M
API-201,Quantitative Analysis and Empirical Methods,"Svoronos, Teddy",2021,Fall,62,4.23,4.73,4.61,3.66,4.62,4.25,4.4,4.24,4.41,4.75,4.84,4.8,4.48,4.82,4.84,3.42,3.45,4.85,4.46,,,M
API-202,Empirical Methods II,"Svoronos, Teddy",2022,Spring,55,4.91,5,4.96,4.5,4.96,4.65,4.87,4.75,3.85,4.96,5,4.93,4.89,5,5,3.22,3.22,4.95,4.98,,,M
API-201,Quantitative Analysis and Empirical Methods,"Svoronos, Teddy",2020,Fall,39,4.54,4.97,4.79,3.87,4.67,4.41,4.69,4.54,4.33,4.85,4.92,4.97,4.82,4.97,4.97,3.41,3.18,4.97,4.64,,,M
API-202,Empirical Methods II,"Svoronos, Teddy",2021,Spring,46,4.72,4.98,4.98,4.26,4.78,4.42,4.76,4.7,4.3,4.91,4.93,4.96,4.76,4.98,5,3.2,3.11,4.89,4.89,,,M
API-201,Quantitative Analysis and Empirical Methods,"Svoronos, Teddy",2019,Fall,59,4.62,4.84,4.8,3.8,4.76,4.2,4.68,4.37,4.15,4.81,4.88,4.84,4.71,4.92,4.88,3.58,3.63,4.9,4.76,,,M
API-201,Quantitative Analysis and Empirical Methods,"Svoronos, Teddy",2018,Fall,66,4.65,4.97,4.62,3.73,4.66,4.33,4.65,4.43,4.12,4.91,4.95,4.94,4.78,4.86,4.92,3.35,3.39,4.88,4.79,,,M
API-210,Advanced Quantitative Methods II: Econometric Methods,"Svoronos, Teddy",2019,Spring,68,4.63,4.81,4.72,4.26,4.85,4.43,4.5,4.63,3.96,4.66,4.87,4.87,4.54,4.87,4.88,3.19,3.17,4.82,4.69,,,M
API-201,Quantitative Analysis and Empirical Methods,"Svoronos, Teddy",2017,Fall,61,4.55,4.92,4.62,3.55,4.73,4.08,4.62,4.07,4.03,4.77,4.85,4.83,4.66,4.79,4.95,3.57,3.52,4.8,4.57,,,M
API-210,Advanced Quantitative Methods II: Econometric Methods,"Svoronos, Teddy",2018,Spring,74,4.66,4.78,4.7,3.58,4.82,4.32,4.59,4.66,3.63,4.59,4.8,4.81,4.64,4.84,4.99,3.27,3.3,4.73,4.64,,,M
API-201,Quantitative Analysis and Empirical Methods,"Svoronos, Teddy",2016,Fall,50,4.66,4.96,4.82,3.98,4.72,4.12,4.7,4.42,4.24,4.74,4.9,4.88,4.68,4.84,5,3.2,3.26,4.86,4.82,,,M
API 201 B,Quantitative Analysis and Empirical Methods,"Svoronos, Teddy",2022,Fall,59,4.48,4.97,4.58,4.02,4.72,4.36,4.51,4.3,3.95,4.9,4.94,4.94,4.89,4.92,4.95,,,,,4.58,4.6,M
API 202M B,Empirical Methods II,"Svoronos, Teddy",2023,Spring,62,4.47,4.9,4.68,4.01,4.7,4.62,4.62,4.44,3.71,4.88,4.91,4.83,4.68,4.88,4.92,,,,,4.36,4.55,M
DPI-640,Technology and the Public Interest: From Democracy to Technocracy,"Sweeney, Latanya",2021,Fall,15,4.2,4.53,4,4.27,4.33,4.43,4.27,4.4,3,4.67,4,4.53,3.87,3.87,4.87,3.53,3.53,4.07,4.13,,,F
DPI-642,Grand Challenges in Technology-Society Clashes,"Sweeney, Latanya",2022,Spring,11,3.73,4.18,4,3.27,3.45,4.27,3.64,3.64,4,4.09,3.45,4.36,3.73,4.27,4.36,3.36,3.73,3.64,3.55,,,F
DPI 640,Technology and the Public Interest From Democracy to Technocracy and Back,"Sweeney, Latanya",2022,Fall,32,2.79,3.41,3.13,3.04,3.51,3.91,3.16,3.29,3.17,3.66,2.85,4.38,3.29,3.26,4.88,,,,,3.38,3.07,F
DPI 642,Grand Challenges in Technology-Society Clashes,"Sweeney, Latanya",2023,Spring,10,4,3.7,4.41,4.1,4.3,4.2,4.2,4.6,3.1,3.7,3.3,3.6,3.2,2.8,4.6,,,,,4.2,4.3,F
DPI-891M,Engaging the Media,"Talev, Margaret",2022,Spring,18,4.5,4.83,4.17,4.56,4.78,4.5,4.44,4.5,3.06,4.67,4.39,4.83,4.83,4.89,4.94,3.28,3.44,4.5,4.61,,,F
DPI-891M,Engaging the Media,"Talev, Margaret",2021,Spring,13,4.54,4.62,4.23,4.15,4.77,4.45,4.77,4.54,3.23,4.69,4.69,4.77,4.85,4.85,4.92,3.46,3.54,4.77,4.62,,,F
DPI 891M,Engaging the Media,"Talev, Margaret",2023,Spring,12,4.26,4.75,4.08,4.5,4.5,4,4.67,4.34,3.42,4.92,4.42,4.75,4.84,4.84,5,,,,,4.51,4.75,F
BGP-631,Regulation of International Finance,"Tarullo, Daniel",2021,Spring,10,4.8,4.9,5,4.8,5,4.3,4.9,4.4,3.2,4.9,4.9,4.8,4.7,4.8,5,3,3,4.8,4.8,,,M
BGP 631,Regulation of International Finance,"Tarullo, Daniel",2023,Spring,6,4.34,4.84,4.67,4.01,4.67,4.51,4.17,4.5,3.01,4.67,4.84,4.51,4.67,4.34,5,,,,,4.67,4.34,M
DPI-335M,Internet Organizing: Theories and Practice,"Teachout, Zephyr",2011,Fall,12,3.75,4.17,3.58,3.67,3.67,,4.33,4.33,3,4.42,3.75,4.5,4.25,4.25,4.58,3.42,3.58,4.08,4,,,F
DPI-530M,"Politics, Money & the Internet","Teachout, Zephyr",2010,Spring,7,3.57,4,4,4.17,4,,4.71,4.29,3,4.57,4,4.29,3.71,4.29,4.86,3.14,3.43,4.29,4.57,,,F
DPI-720,Leaders and Leadership in History,"Temkin, Moshik",2018,Fall,54,4.7,4.6,4.48,4.61,4.78,4.7,4.67,4.59,3.51,4.72,4.73,4.62,4.47,4.72,4.75,3.37,3.39,4.62,4.78,,,M
DPI-730,The Past and the Present: Directed Research in History and Public,"Temkin, Moshik",2019,Spring,2,4.5,4.5,4.5,4.5,4.5,5,4.5,4.5,4,4.5,4.5,4.5,4.5,4.5,4.5,4,4,4.5,4.5,,,M
DPI-730,The Past and the Present: Directed Research in History and Public,"Temkin, Moshik",2018,Spring,4,4.5,4.75,4.5,4.5,4.75,4.75,4.5,4.5,3.5,4.75,4,4.5,4.25,4.75,5,3.25,3,4.5,4.25,,,M
DPI-720,Leaders and Leadership in History,"Temkin, Moshik",2018,Spring,40,4.48,4.48,4.48,4.53,4.58,4.63,4.53,4.6,3.43,4.55,4.45,4.55,4.28,4.5,4.56,3.59,3.56,4.4,4.63,,,M
DPI-720,Leaders and Leadership in History,"Temkin, Moshik",2016,Fall,41,4.68,4.66,4.6,4.68,4.78,4.76,4.53,4.56,3.35,4.71,4.68,4.68,4.59,4.78,4.8,3.51,3.39,4.46,4.78,,,M
DPI-730,The Past and the Present: Directed Research in History and Public,"Temkin, Moshik",2017,Spring,2,5,5,5,5,5,4,5,5,4,4.5,4,4.5,4.5,5,5,3,3.5,4.5,4.5,,,M
DPI-720,Leaders and Leadership in History,"Temkin, Moshik",2015,Fall,39,4.49,4.62,4.38,4.62,4.55,,4.41,4.5,3.47,4.69,4.18,4.59,4.44,4.46,4.71,3.58,3.63,4.31,4.56,,,M
