,prof_search,course_code,concentration,course_name,credit,term,professor,day,time,description,course_link,mean_rating,mean_workload
10,*New*,API-109,Analysis of Policies and Institutions,Advanced Microeconomic Analysis I,4,Fall,"Armona, Luis",M/W,10:30 AM-11:45 AM,"This is the first semester of a rigorous two-semester sequence in advanced microeconomic analysis for MPA/ID students. Topics covered include consumer theory, producer theory, risk and behavior under uncertainty, partial and general equilibrium, and externalities. Theory is illustrated by relevant applications to international development and other areas. Prerequisites: Multivariate calculus and constrained optimization; intermediate microeconomics. This course is open to non-MPA/ID students only by permission of instructor. Qualified non-MPA/IDs should consider taking API-111. Students may receive credit for both API-109 and API-101 only if API-101 is taken first. API-109 and API-111 cannot both be taken for credit.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Luis Armona %20)%22%2C%22DeepLink%22%3Afalse%7D,,
11,*New*,DPI-411 A,"Democracy, Politics and Institutions",Political Philosophy for Development,4,Fall,"March, Andrew",M/W,12:00 PM-1:15 PM,"This course examines the normative principles that are of great importance to political and economic development, and explores how choices in the design of the institutions and procedures of governance promote certain specifications of these normative principles and hinder others. The principles we examine include well-being, freedom, autonomy, equality, justice, and legitimacy. The institutions and procedures of governance we explore include rule of law, constitutions, majority rule, and representation.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Andrew March %20)%22%2C%22DeepLink%22%3Afalse%7D,,
12,*New*,DPI-411 B,"Democracy, Politics and Institutions",Political Philosophy for Development,4,Fall,"March, Andrew",M/W,1:30 PM-2:45 PM,"This course examines the normative principles that are of great importance to political and economic development, and explores how choices in the design of the institutions and procedures of governance promote certain specifications of these normative principles and hinder others. The principles we examine include well-being, freedom, autonomy, equality, justice, and legitimacy. The institutions and procedures of governance we explore include rule of law, constitutions, majority rule, and representation.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Andrew March %20)%22%2C%22DeepLink%22%3Afalse%7D,,
13,*New*,DPI-385M B,"Democracy, Politics and Institutions",Race and Racism in the Making of the United States as a Global Power,2,Fall 1,"Ayee, Gloria",M/W,1:30 PM-2:45 PM,"This course is a core requirement for all MPP students. No other students are allowed to enroll at this time. The course is in response to longstanding efforts by HKS students, and most recently, the HKS Equity Coalition, to insist that understanding race and racism and their intersecting forms of power and oppression is essential to an excellent education at a policy school. The United States’ global dominance has long been the envy of the world. But the role of race to native born and newcomer alike has often been treated as aberrational, an unfortunate artifact of the nation’s past. This course disrupts this vision by examining the nature of race at the heart of the American project. In the first half of the course, we draw from African American, Latinx, Indigenous and Asian American history, critical race theory, and whiteness studies to offer students historical knowledge about the role that race and racism have played in wealth creation, labor force participation, political culture, social institutions, immigration, LGBTQ+ rights, and civic life. We then shift to the contemporary moment, drawing from theoretical and empirical research from the social sciences to highlight the institutions of racial domination that have helped to produce durable racial hierarchies, with specific attention to the modes through which hierarchies have been created and maintained. These perspectives are required for leadership in a 21st century, multi-racial democracy, to help lead and transform institutions for a browner America and world.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Gloria Ayee %20)%22%2C%22DeepLink%22%3Afalse%7D,,
14,*New*,DPI-385M C,"Democracy, Politics and Institutions",Race and Racism in the Making of the United States as a Global Power,2,Fall 1,"Ayee, Gloria",M/W,3:00 PM-4:15 PM,"This course is a core requirement for all MPP students. No other students are allowed to enroll at this time. The course is in response to longstanding efforts by HKS students, and most recently, the HKS Equity Coalition, to insist that understanding race and racism and their intersecting forms of power and oppression is essential to an excellent education at a policy school. The United States’ global dominance has long been the envy of the world. But the role of race to native born and newcomer alike has often been treated as aberrational, an unfortunate artifact of the nation’s past. This course disrupts this vision by examining the nature of race at the heart of the American project. In the first half of the course, we draw from African American, Latinx, Indigenous and Asian American history, critical race theory, and whiteness studies to offer students historical knowledge about the role that race and racism have played in wealth creation, labor force participation, political culture, social institutions, immigration, LGBTQ+ rights, and civic life. We then shift to the contemporary moment, drawing from theoretical and empirical research from the social sciences to highlight the institutions of racial domination that have helped to produce durable racial hierarchies, with specific attention to the modes through which hierarchies have been created and maintained. These perspectives are required for leadership in a 21st century, multi-racial democracy, to help lead and transform institutions for a browner America and world.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Gloria Ayee %20)%22%2C%22DeepLink%22%3Afalse%7D,,
15,*New*,IGA-662,International and Global Affairs,"The Future of the Europe Union: European Integration, EU Politics, Europe in the World",4,Fall,"Krotz, Ulrich",M/W,3:00 PM-4:15 PM,"This course examines central contemporary issues and challenges in European politics and EU affairs. On the background of European integration and the workings of EU politics, the course particularly focuses on the EU’s international affairs; Europe in regional and global security; the EU’s foreign, security, and defense policy; and various issues related to Europe’s search for its role and place in twenty-first world politics. Topics to be covered will include the causes, drivers, and hindrances of European integration and the EU’s foreign, security, and defense policies; matters of Europe as part of the north Atlantic world and transatlantic relations; issues of the EU becoming an international political actor; dealing with an assertive Russia and its war in Ukraine; China’s rise, the evolving U.S.-China rivalry, and its implications for Europe. Additional topics may include examining research on differences and similarities among North America and Europe, and North Americans and Europeans; different views and claims of “civilian,” “normative,” and “market” power Europe; and various topics of recent crises and crisis politics in Europe (such as Covid, Brexit, EMU/Euro, or migration). The course concludes with taking stock and looking ahead regarding possible futures, scenarios, key policy challenges, and the possible roles that Europe may or may not play in the twenty-first century world politics to come. The course syllabus combines several “classic” statements on European politics and international affairs with some of the most interesting recent statements, including a number or particularly pertinent original documents and texts; scholarly articles; as well as policy and opinion pieces. Course activities include seminar-style discussions; brief student presentations of their reviews and critiques of the readings; student presentations on (immediate) policy options and or (longer-term) policy strategies along with seminar discussions of these; brief rounds of joint (policy or other) brainstorming; and a number of presentations or short lectures by the course provider.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Ulrich Krotz %20)%22%2C%22DeepLink%22%3Afalse%7D,,
16,*New*,DEV-401Y -2,International Development,Applications and Cases in International Development (fall),4,Year,"McLain, Sarah",M/W,3:00 PM-4:15 PM,"[with Juan Jimenez] This course has two objectives: first, to systematically explore the nature of change in the development process, and of the associated role of policy and institutional design; and second, to illustrate the use of the range of concepts and techniques learned in other MPA/ID core courses in the diagnosis of development change. This will include the normative analysis of change (applying various concepts of well-being, efficiency, social justice and poverty), the application of economic concepts (to the interpretation of household and firm behavior, strategic interactions and economy-wide patterns), and the role of political, governmental and social behavior in shaping the possibilities for, drivers of and resistance to change. This will be undertaken through a mixture of discussion of overall patterns backed by a strong focus on case studies in particular country settings. Examples of topics are education, health, economic growth, the management of financial crises, pension reform, managing common property resources, international migration, community development, the design of decentralization and corporate structure. The core teaching will be complemented by a visiting speaker series, from the worlds of ideas and practice, to both expose students to a variety of perspectives and actual experience; this will be drawn both from faculty and outside the school.","https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Sarah McLain, Juan Jimenez %20)%22%2C%22DeepLink%22%3Afalse%7D",,
17,"Abdur-Rashid, Khalil",DPI-398,"Democracy, Politics and Institutions","Islam & the Age of Democracy: Origins, Continuity and Change",4,Fall,"Abdur-Rashid, Khalil",M/W,10:30 AM-11:45 AM,"This course is designed to prepare students to effectively engage with Islam, members of the Muslim community, and the Muslim world broadly speaking. The first portion of the course provides students with a broad, historical survey of Islam, including its origins, central institutions, and its religious, social, legal, and political approaches. In exploring Islam’s journey outside the Arabian Peninsula, the first part of the course will prioritize its focus on Islam’s complex ethnic and cultural diversity. This portion of the course will culminate with exploring Islam’s venture into US soil and consequently the effect of this on the American political and public sphere. The second portion of the course involves introducing students to the various political theories of governance in Islam and exploring how Islam as a faith tradition becomes political when seeking to address key policy issues confronting state and society. Major themes for this section include the questions surrounding the separation of church and state in Islam, political Islam, and what exactly is an “Islamic state”. Students will be required to post responses to readings. The final portion of this course will be devoted to social and legal challenges to changes in Muslim societies. Students will gain knowledge of what constitutes success and failure in working for democratic reform and change in Muslim-majority contexts. Students will complete a final paper of their own design where they propose a solution to a particular policy challenge as it relates to addressing a social, legal, global, or political issue for a majority Muslim population context. This course uses a combination of traditional lectures, video content, in-class discussion of case studies, assignments, and topics debates. Also offered by the Divinity School as HDS 3059.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Khalil Abdur-Rashid %20)%22%2C%22DeepLink%22%3Afalse%7D,4.94,3.18
18,"Andrews, Matt",MLD-102 A,"Management, Leadership, and Decision Sciences",Getting Things Done: Management in a Development Context,4,Fall,"Andrews, Matt",M/W,9:00 AM-10:15 AM,"The role of public policy has grown in the world over recent generations, with governments and other policy organizations doing more in societies than ever before. Public policy work tends to address social problems that private people and organizations cannot solve alone. But how effective is it at solving these problems? In other words, does public policy ‘get the job done’? Reflecting on this question, with an eye to helping policy workers get things done more effectively, this course offers a view into current practice in public policy. It does this by reflecting on cases, prominent readings, and research, on: How policy organizations commonly think about success; How policy organizations commonly structure their pursuit of success; What conditions are commonly associated with success; How successful policy work commonly turns out to be; How policy work might be made more successful.
 

 Students will leave the course with a clearer view on how to do policy work (and well) given current ways of thinking and doing such, and on how to do policy work differently. The course is particularly focused on policy work in developing country contexts, and the policy work undertaken by governments with international development organizations like the World Bank. The lessons are relevant beyond this domain and these actors, however.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Matt Andrews %20)%22%2C%22DeepLink%22%3Afalse%7D,4.27,3.82
19,"Andrews, Matt",MLD-102 B,"Management, Leadership, and Decision Sciences",Getting Things Done: Management in a Development Context,4,Fall,"Andrews, Matt",M/W,10:30 AM-11:45 AM,"The role of public policy has grown in the world over recent generations, with governments and other policy organizations doing more in societies than ever before. Public policy work tends to address social problems that private people and organizations cannot solve alone. But how effective is it at solving these problems? In other words, does public policy ‘get the job done’? Reflecting on this question, with an eye to helping policy workers get things done more effectively, this course offers a view into current practice in public policy. It does this by reflecting on cases, prominent readings, and research, on: How policy organizations commonly think about success; How policy organizations commonly structure their pursuit of success; What conditions are commonly associated with success; How successful policy work commonly turns out to be; How policy work might be made more successful.
 

 Students will leave the course with a clearer view on how to do policy work (and well) given current ways of thinking and doing such, and on how to do policy work differently. The course is particularly focused on policy work in developing country contexts, and the policy work undertaken by governments with international development organizations like the World Bank. The lessons are relevant beyond this domain and these actors, however.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Matt Andrews %20)%22%2C%22DeepLink%22%3Afalse%7D,4.27,3.82
20,"Baum, Jeeyang Rhee",DPI-543,"Democracy, Politics and Institutions",Corruption: Finding It and Fixing It,4,Fall,"Baum, Jeeyang Rhee",M/W,9:00 AM-10:15 AM,"Despite the adoption of electoral democracy across all regions of the world, charges of corruption seem to be arising everywhere. But is corruption really on the rise? Which countries are the most corrupt? Do highly corrupt countries share any common characteristics that we can identify and perhaps mitigate? Corruption clearly has social costs ranging from diversion of funds for public programs to undermining of public trust in government. Yet, few recent attempts to fight corruption have succeeded. Challenges of bad governance, high levels of corruption and low levels of accountability persist. Moreover, it remains an open question whether all countries – particularly those with large informal economies – would be better off if all corruption were somehow eradicated. This course explores these questions, as well as related policy issues, such as electoral fraud, turnout suppression, the role of information and transparency on improving governance and accountability, and anti-corruption strategies. We examine contemporary interventions such as E-governance and anti-corruption agencies. To help answer these questions, we will explore a range of country case studies, including Brazil, China, Ghana, India, Indonesia, Italy, and the U.S.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Jeeyang Rhee Baum %20)%22%2C%22DeepLink%22%3Afalse%7D,4.0,3.08
21,"Bhabha, Jacqueline",IGA-355,International and Global Affairs,"Migration, Refugees, and Human Rights",4,Fall,"Bhabha, Jacqueline",M/W,10:30 AM-11:45 AM,"Migration is a central political and moral issue of our time and its impacts will continue to alter our world throughout this century. Indeed large scale, irregular human migration should be considered “the new normal”, not an unexpected or one-off “crisis”. It affects the lives of millions, unsettles established governments, creates sharply polarizing policy dilemmas and generates far-reaching administrative, economic and political challenges. This course will focus on distress migration, including refugee flight and other forms of forced displacement, evaluated through the lens of human rights. It will address the multifaceted drivers of the phenomenon, including the enduring legacies of colonization, armed conflict, environmental stress and climate change, global inequality, demographic pressures and increasing globalization. The course will also consider the impact of government responses to the COVID 19 pandemic on forced migrants. Migration actors from UN agencies, NGOs and other civil society organizations, and research experts working in a range of field sites will contribute to the class. The course will address the legal frameworks governing migration, and the ethical and pragmatic considerations that influence policies. It will explore the viability of a range of solutions to current migration challenges, including unequal access to protection, the failure of equitable resettlement and the erosion of host empathy/solidarity. The extent to which pandemic related measures conform to or violate legal and ethical obligations will also be considered. A key goal is to enable students to analyze current migration situations with clarity and rigor concerning the obligations of states and the rights of migrants. Using examples of large-scale contemporary population movements – the Ukrainian war and its human impact, the ongoing Tigrayan emergency, the Rohingya exodus, the Venezuelan context, the Mediterranean migration situation, extensive intra-regional mobility within the African continent, US/Mexico/Central American movements, unaccompanied child migration in many regions – the course will examine migration drivers, policy responses and rights challenges such as exclusion and denial of protection, persistent racism in border control, detention, prolonged confinement within refugee camps and forced repatriation. It will also engage with the multiple risks, including statelessness, trafficking, drowning, sexual violence, that migrants face before, during and after their journeys. The course will cover key current policy developments, at the municipal, national, regional and international level, including the impact of Global Compacts on Refugees and on Migration. The course will discuss seasonal migration, child migration, undocumented and irregular status, gender factors in migration and the role of xenophobia in driving policy. Students will be required to make in class presentations, to prepare questions for guest lecturers, and encouraged to participate in class discussion, including by to considering a range of strategies for increasing access to safe mobility as a key redistributive global good. Also offered by the Law School as 2424 and the Committee on Ethnicity, Migration and Rights (FAS) as EMR 154.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Jacqueline Bhabha %20)%22%2C%22DeepLink%22%3Afalse%7D,4.62,3.21
22,"Bloome, Deirdre",SUP-208,Social and Urban Policy,From the Bottom to the Top: Unequal Social & Economic Opportunities & Outcomes Across Generations,4,Fall,"Bloome, Deirdre",M/W,10:30 AM-11:45 AM,"Even in rich countries, many people are poor, and their chances of moving from poverty to affluence are severely constrained. People often remain stuck in the same social and economic positions as their parents---and this lack of mobility has major consequences for individuals and whole societies, particularly when inequalities between people in different positions are large. What policies and structures shape people's chances of climbing resource ladders, and of facing ladders with wide gaps between their rungs? How can they be changed? In this course, we will consider how social and economic inequalities develop, how they persist across generations, and how people make socioeconomic progress over the course of their lives. For each topic that we cover, we will consider both how past policy choices contributed to present inequalities and how new policy solutions and interventions can enhance social and economic opportunity. Although we will focus on the U.S., we will consider the U.S. in cross-national perspective and learn lessons from around the world and from history. Class sessions will revolve around active learning and discussions in small and large groups.",https://portal.my.harvard.edu/psp/hrvihprd/EMPLOYEE/EMPL/h/?tab=HU_CLASS_SEARCH&SearchReqJSON=%7B%22PageNumber%22%3A1%2C%22PageSize%22%3A%22%22%2C%22SortOrder%22%3A%5B%22SCORE%22%5D%2C%22Facets%22%3A%5B%5D%2C%22Category%22%3A%22HU_SCL_SCHEDULED_BRACKETED_COURSES%22%2C%22SearchPropertiesInResults%22%3Atrue%2C%22FacetsInResults%22%3Atrue%2C%22SaveRecent%22%3Afalse%2C%22TopN%22%3A%22%22%2C%22ExcludeBracketed%22%3Atrue%2C%22SearchText%22%3A%22(%20(STRM%3A2238)%20(ACAD_CAREER%3A%5C%22HKS%5C%22)%20(ACAD_ORG%3A%5C%22GOV%5C%22)%20)%20(%20Deirdre Bloome %20)%22%2C%22DeepLink%22%3Afalse%7D,4.56,3.17
